Customer ID,SKU,Issue,Failure Component,Claim Date,Resolution,Repair Cost
CUST-43146,SKU-BOS-WASH-SER8,Thermal Throttling / Overheating,Digital Touch Control Board,2023-01-02,Screen Assembly Swapped,171.85
CUST-66456,SKU-LG-OLED65-C3,Wireless Connectivity Loss,Magical Remote Sensor,2023-07-31,Screen Assembly Swapped,207.64
CUST-45217,SKU-APP-MBA-M2,Logic Board Power Failure,M2 SoC Logic Board,2023-02-16,Refurbished Board Soldered,161.12
CUST-20381,SKU-BOS-WASH-SER8,Drifting Analog Stick,EcoSilence Drive Motor,2022-07-25,Refurbished Board Soldered,136.37
CUST-92168,SKU-DEL-XPS15-9530,Thermal Throttling / Overheating,Carbon Fiber Palmrest,2022-05-30,Unit Replaced Under Warranty,330.46
CUST-29483,SKU-DYS-V15-DETECT,Wireless Connectivity Loss,Hyperdymium Motor,2022-02-23,Battery Replacement,98.7
CUST-86738,SKU-LG-OLED65-C3,Noisy Motor / Bearing Friction,Power Supply Unit,2023-10-14,Unit Replaced Under Warranty,391.78
CUST-20955,SKU-LG-OLED65-C3,Noisy Motor / Bearing Friction,65-inch Self-lit OLED Panel,2022-02-07,Component Cleaned & Re-calibrated,275.99
CUST-97294,SKU-APP-IP14P-256,Water Seal Compromise,Lithium-Ion Battery,2023-03-17,Battery Replacement,128.16
CUST-42586,SKU-CAN-EOS-R6M2,Noisy Motor / Bearing Friction,5-axis In-Body Stabilizer,2022-11-15,Refurbished Board Soldered,501.17
CUST-62446,SKU-APP-IP14P-256,Screen Flicker / Dead Pixels,Lithium-Ion Battery,2023-06-16,Unit Replaced Under Warranty,253.62
CUST-10556,SKU-SAM-GS23U-512,Noisy Motor / Bearing Friction,S-Pen Digitizer,2023-12-09,Claim Rejected - User Damage,62.35
CUST-84791,SKU-DYS-V15-DETECT,Thermal Throttling / Overheating,Laser Slim Fluffy Cleaner Head,2023-11-13,Refurbished Board Soldered,93.15
CUST-35990,SKU-BOS-WASH-SER8,Logic Board Power Failure,Digital Touch Control Board,2023-05-27,Battery Replacement,200.64
CUST-62410,SKU-SAM-GS23U-512,Wireless Connectivity Loss,Dynamic AMOLED 2X Screen,2023-01-18,Unit Replaced Under Warranty,221.21
CUST-79758,SKU-CAN-EOS-R6M2,Battery Drain / Rapid Discharge,24.2MP CMOS Full-Frame Sensor,2023-04-04,Claim Rejected - User Damage,55.09
CUST-43138,SKU-LG-OLED65-C3,Screen Flicker / Dead Pixels,65-inch Self-lit OLED Panel,2022-04-06,Unit Replaced Under Warranty,119.54
CUST-33087,SKU-APP-IP14P-256,Camera Sensor Artifacts,OLED Display Assembly,2022-01-23,Battery Replacement,132.08
CUST-85406,SKU-SAM-GS23U-512,Wireless Connectivity Loss,S-Pen Digitizer,2022-09-09,Refurbished Board Soldered,99.12
CUST-56678,SKU-DEL-XPS15-9530,Camera Sensor Artifacts,86Wh Battery Module,2023-03-18,Screen Assembly Swapped,452.8
CUST-98068,SKU-APP-IP14P-256,Logic Board Power Failure,A16 Bionic Logic Board,2023-05-27,Refurbished Board Soldered,258.75
CUST-59022,SKU-DEL-XPS15-9530,Screen Flicker / Dead Pixels,Intel i9-13900H Board,2022-01-16,Unit Replaced Under Warranty,124.67
CUST-75343,SKU-CAN-EOS-R6M2,Logic Board Power Failure,5-axis In-Body Stabilizer,2023-07-17,Claim Rejected - User Damage,298.58
CUST-51474,SKU-DYS-V15-DETECT,Water Seal Compromise,HEPA Filtration Cylinder,2023-07-29,Claim Rejected - User Damage,74.85
CUST-52355,SKU-CAN-EOS-R6M2,Battery Drain / Rapid Discharge,DIGIC X Image Processor Board,2022-03-13,Refurbished Board Soldered,367.61
CUST-22972,SKU-SAM-GS23U-512,Thermal Throttling / Overheating,200MP Camera Sensor,2022-02-20,Screen Assembly Swapped,217.59
CUST-27550,SKU-LG-OLED65-C3,Logic Board Power Failure,40W 2.2 Ch Speaker Array,2023-11-06,Battery Replacement,134.02
CUST-47652,SKU-CAN-EOS-R6M2,Physical Port Corruption,EVF Display Module,2022-10-13,Claim Rejected - User Damage,175.11
CUST-99011,SKU-SON-WH1000-M5,Thermal Throttling / Overheating,Dual Noise Canceling Chips,2023-12-21,Component Cleaned & Re-calibrated,37.67
CUST-47010,SKU-NIN-SWITCH-OLED,Wireless Connectivity Loss,Docking Station Mainboard,2023-12-11,Unit Replaced Under Warranty,62.97
CUST-93421,SKU-APP-IP14P-256,Physical Port Corruption,A16 Bionic Logic Board,2022-05-13,Unit Replaced Under Warranty,93.86
CUST-76838,SKU-LG-OLED65-C3,Water Seal Compromise,40W 2.2 Ch Speaker Array,2022-06-03,Unit Replaced Under Warranty,373.68
CUST-92289,SKU-SON-WH1000-M5,Screen Flicker / Dead Pixels,Soft Fit Leather Earpads,2022-01-11,Component Cleaned & Re-calibrated,41.81
CUST-48217,SKU-APP-MBA-M2,Battery Drain / Rapid Discharge,M2 SoC Logic Board,2023-08-10,Component Cleaned & Re-calibrated,186.44
CUST-42457,SKU-DEL-XPS15-9530,Water Seal Compromise,NVIDIA RTX 4070 GPU,2022-06-19,Component Cleaned & Re-calibrated,392.63
CUST-26599,SKU-APP-MBA-M2,Noisy Motor / Bearing Friction,Magic Keyboard,2022-05-05,Screen Assembly Swapped,71.97
CUST-16594,SKU-LG-OLED65-C3,Drifting Analog Stick,40W 2.2 Ch Speaker Array,2023-09-11,Refurbished Board Soldered,233.14
CUST-94312,SKU-SAM-GS23U-512,Drifting Analog Stick,5000mAh Battery,2022-03-15,Component Cleaned & Re-calibrated,25.42
CUST-79309,SKU-DYS-V15-DETECT,Water Seal Compromise,7-cell Click-in Battery,2023-08-05,Component Cleaned & Re-calibrated,33.95
CUST-55911,SKU-DEL-XPS15-9530,Noisy Motor / Bearing Friction,NVIDIA RTX 4070 GPU,2022-12-26,Claim Rejected - User Damage,591.57
CUST-46075,SKU-APP-MBA-M2,Logic Board Power Failure,Liquid Retina Panel,2022-07-29,Refurbished Board Soldered,360.48
CUST-95499,SKU-APP-IP14P-256,Battery Drain / Rapid Discharge,Titanium Frame,2022-01-21,Component Cleaned & Re-calibrated,133.99
CUST-48333,SKU-SON-WH1000-M5,Logic Board Power Failure,30mm Driver Units,2022-12-03,Component Cleaned & Re-calibrated,50.02
CUST-52748,SKU-SON-WH1000-M5,Physical Port Corruption,Soft Fit Leather Earpads,2023-11-03,Component Cleaned & Re-calibrated,62.57
CUST-26188,SKU-CAN-EOS-R6M2,Physical Port Corruption,24.2MP CMOS Full-Frame Sensor,2023-12-09,Screen Assembly Swapped,395.67
CUST-19354,SKU-SAM-GS23U-512,Thermal Throttling / Overheating,200MP Camera Sensor,2023-10-15,Battery Replacement,49.08
CUST-96508,SKU-SAM-GS23U-512,Noisy Motor / Bearing Friction,S-Pen Digitizer,2022-06-05,Claim Rejected - User Damage,47.62
CUST-82564,SKU-BOS-WASH-SER8,Camera Sensor Artifacts,EcoSilence Drive Motor,2022-09-26,Refurbished Board Soldered,199.37
CUST-16795,SKU-BOS-WASH-SER8,Logic Board Power Failure,Heavy Weight Ballast Block,2023-10-13,Unit Replaced Under Warranty,245.55
CUST-58631,SKU-NIN-SWITCH-OLED,Camera Sensor Artifacts,7-inch OLED Display,2023-03-31,Battery Replacement,26.48
CUST-68167,SKU-APP-IP14P-256,Thermal Throttling / Overheating,Titanium Frame,2023-11-16,Unit Replaced Under Warranty,82.15
CUST-36497,SKU-LG-OLED65-C3,Noisy Motor / Bearing Friction,alpha9 AI Processor Gen6 Board,2023-11-04,Claim Rejected - User Damage,411.97
CUST-75015,SKU-SAM-GS23U-512,Camera Sensor Artifacts,S-Pen Digitizer,2022-06-06,Unit Replaced Under Warranty,25.79
CUST-77295,SKU-CAN-EOS-R6M2,Battery Drain / Rapid Discharge,Magnesium Alloy Frame,2023-05-18,Refurbished Board Soldered,45.41
CUST-96974,SKU-CAN-EOS-R6M2,Physical Port Corruption,DIGIC X Image Processor Board,2023-06-14,Component Cleaned & Re-calibrated,278.87
CUST-35580,SKU-DYS-V15-DETECT,Logic Board Power Failure,Laser Slim Fluffy Cleaner Head,2023-08-27,Component Cleaned & Re-calibrated,87.79
CUST-45088,SKU-LG-OLED65-C3,Screen Flicker / Dead Pixels,Magical Remote Sensor,2022-11-04,Component Cleaned & Re-calibrated,185.34
CUST-57490,SKU-APP-MBA-M2,Drifting Analog Stick,MagSafe 3 Connector,2022-08-18,Claim Rejected - User Damage,383.36
CUST-29242,SKU-NIN-SWITCH-OLED,Thermal Throttling / Overheating,Docking Station Mainboard,2022-06-19,Component Cleaned & Re-calibrated,48.59
CUST-89072,SKU-CAN-EOS-R6M2,Screen Flicker / Dead Pixels,24.2MP CMOS Full-Frame Sensor,2022-12-27,Unit Replaced Under Warranty,78.27
CUST-81223,SKU-CAN-EOS-R6M2,Thermal Throttling / Overheating,5-axis In-Body Stabilizer,2022-10-18,Unit Replaced Under Warranty,252.18
CUST-35305,SKU-NIN-SWITCH-OLED,Camera Sensor Artifacts,7-inch OLED Display,2022-12-06,Claim Rejected - User Damage,68.34
CUST-97181,SKU-SON-WH1000-M5,Physical Port Corruption,30mm Driver Units,2022-08-22,Component Cleaned & Re-calibrated,27.92
CUST-90774,SKU-SON-WH1000-M5,Physical Port Corruption,Soft Fit Leather Earpads,2023-01-28,Refurbished Board Soldered,61.07
CUST-28677,SKU-LG-OLED65-C3,Physical Port Corruption,65-inch Self-lit OLED Panel,2023-01-05,Unit Replaced Under Warranty,304.29
CUST-65594,SKU-APP-MBA-M2,Battery Drain / Rapid Discharge,M2 SoC Logic Board,2022-06-25,Battery Replacement,207.03
CUST-70825,SKU-DEL-XPS15-9530,Water Seal Compromise,Carbon Fiber Palmrest,2023-06-19,Refurbished Board Soldered,450.66
CUST-52675,SKU-APP-IP14P-256,Camera Sensor Artifacts,Lithium-Ion Battery,2023-10-14,Battery Replacement,57.94
CUST-90486,SKU-SON-WH1000-M5,Battery Drain / Rapid Discharge,Integrated Microphone Array,2023-03-08,Claim Rejected - User Damage,32.92
CUST-37288,SKU-APP-IP14P-256,Logic Board Power Failure,A16 Bionic Logic Board,2023-01-28,Unit Replaced Under Warranty,284.39
CUST-99609,SKU-SAM-GS23U-512,Physical Port Corruption,200MP Camera Sensor,2023-08-13,Claim Rejected - User Damage,241.74
CUST-33460,SKU-SAM-GS23U-512,Noisy Motor / Bearing Friction,S-Pen Digitizer,2023-01-30,Claim Rejected - User Damage,210.16
CUST-20054,SKU-LG-OLED65-C3,Water Seal Compromise,Magical Remote Sensor,2022-11-21,Unit Replaced Under Warranty,111.13
CUST-96026,SKU-DYS-V15-DETECT,Noisy Motor / Bearing Friction,Laser Slim Fluffy Cleaner Head,2023-07-06,Screen Assembly Swapped,74.69
CUST-22717,SKU-APP-IP14P-256,Camera Sensor Artifacts,Titanium Frame,2023-09-10,Unit Replaced Under Warranty,75.71
CUST-25078,SKU-DEL-XPS15-9530,Noisy Motor / Bearing Friction,4K OLED Touch Display,2023-09-16,Claim Rejected - User Damage,194.96
CUST-98936,SKU-CAN-EOS-R6M2,Wireless Connectivity Loss,Magnesium Alloy Frame,2022-10-04,Claim Rejected - User Damage,185.63
CUST-82464,SKU-CAN-EOS-R6M2,Thermal Throttling / Overheating,EVF Display Module,2022-09-27,Claim Rejected - User Damage,365.59
CUST-68557,SKU-DEL-XPS15-9530,Water Seal Compromise,Intel i9-13900H Board,2022-05-25,Claim Rejected - User Damage,511.99
CUST-79198,SKU-APP-MBA-M2,Physical Port Corruption,52.6Wh Battery,2023-11-13,Screen Assembly Swapped,257.2
CUST-80993,SKU-DYS-V15-DETECT,Physical Port Corruption,Hyperdymium Motor,2022-11-25,Battery Replacement,93.06
CUST-35099,SKU-SAM-GS23U-512,Screen Flicker / Dead Pixels,5000mAh Battery,2022-05-02,Claim Rejected - User Damage,213.88
CUST-72503,SKU-APP-MBA-M2,Wireless Connectivity Loss,MagSafe 3 Connector,2022-05-14,Unit Replaced Under Warranty,388.98
CUST-58927,SKU-DYS-V15-DETECT,Screen Flicker / Dead Pixels,Cyclonic Dust Bin,2022-10-12,Refurbished Board Soldered,108.7
CUST-70177,SKU-LG-OLED65-C3,Screen Flicker / Dead Pixels,Power Supply Unit,2023-02-22,Component Cleaned & Re-calibrated,382.07
CUST-45431,SKU-LG-OLED65-C3,Screen Flicker / Dead Pixels,65-inch Self-lit OLED Panel,2022-12-07,Claim Rejected - User Damage,49.18
CUST-61407,SKU-SON-WH1000-M5,Battery Drain / Rapid Discharge,Soft Fit Leather Earpads,2022-01-02,Battery Replacement,65.48
CUST-58515,SKU-DYS-V15-DETECT,Physical Port Corruption,HEPA Filtration Cylinder,2023-12-13,Unit Replaced Under Warranty,55.71
CUST-28254,SKU-LG-OLED65-C3,Camera Sensor Artifacts,Power Supply Unit,2023-04-14,Claim Rejected - User Damage,415.91
CUST-54244,SKU-CAN-EOS-R6M2,Physical Port Corruption,EVF Display Module,2022-03-27,Refurbished Board Soldered,414.14
CUST-29908,SKU-APP-IP14P-256,Drifting Analog Stick,Titanium Frame,2023-09-22,Refurbished Board Soldered,30.53
CUST-65866,SKU-SON-WH1000-M5,Battery Drain / Rapid Discharge,Dual Noise Canceling Chips,2022-11-01,Component Cleaned & Re-calibrated,61.54
CUST-64809,SKU-SAM-GS23U-512,Noisy Motor / Bearing Friction,Dynamic AMOLED 2X Screen,2023-05-12,Claim Rejected - User Damage,177.12
CUST-11663,SKU-APP-MBA-M2,Camera Sensor Artifacts,Magic Keyboard,2023-04-19,Screen Assembly Swapped,105.2
CUST-74322,SKU-DYS-V15-DETECT,Noisy Motor / Bearing Friction,Laser Slim Fluffy Cleaner Head,2023-07-11,Screen Assembly Swapped,85.24
CUST-85432,SKU-BOS-WASH-SER8,Wireless Connectivity Loss,EcoSilence Drive Motor,2023-08-16,Screen Assembly Swapped,70.94
CUST-16616,SKU-LG-OLED65-C3,Camera Sensor Artifacts,65-inch Self-lit OLED Panel,2023-05-06,Battery Replacement,74.42
CUST-66815,SKU-LG-OLED65-C3,Screen Flicker / Dead Pixels,Power Supply Unit,2023-09-11,Unit Replaced Under Warranty,49.18
CUST-25679,SKU-NIN-SWITCH-OLED,Camera Sensor Artifacts,7-inch OLED Display,2022-03-02,Component Cleaned & Re-calibrated,40.88
CUST-36572,SKU-NIN-SWITCH-OLED,Physical Port Corruption,Docking Station Mainboard,2023-09-16,Unit Replaced Under Warranty,50.41
CUST-84411,SKU-APP-MBA-M2,Water Seal Compromise,MagSafe 3 Connector,2023-02-27,Refurbished Board Soldered,186.75
CUST-65075,SKU-CAN-EOS-R6M2,Battery Drain / Rapid Discharge,EVF Display Module,2023-04-18,Component Cleaned & Re-calibrated,163.01
CUST-77255,SKU-APP-MBA-M2,Thermal Throttling / Overheating,Liquid Retina Panel,2023-06-08,Component Cleaned & Re-calibrated,104.93
CUST-83817,SKU-NIN-SWITCH-OLED,Drifting Analog Stick,Docking Station Mainboard,2023-12-31,Refurbished Board Soldered,52.68
CUST-69673,SKU-BOS-WASH-SER8,Drifting Analog Stick,Heavy Weight Ballast Block,2022-09-20,Screen Assembly Swapped,201.53
CUST-66466,SKU-DYS-V15-DETECT,Wireless Connectivity Loss,Cyclonic Dust Bin,2023-02-06,Component Cleaned & Re-calibrated,79.33
CUST-40714,SKU-SAM-GS23U-512,Noisy Motor / Bearing Friction,S-Pen Digitizer,2022-07-11,Component Cleaned & Re-calibrated,249.38
CUST-52526,SKU-APP-IP14P-256,Water Seal Compromise,Lithium-Ion Battery,2023-03-27,Claim Rejected - User Damage,42.04
CUST-35480,SKU-DEL-XPS15-9530,Camera Sensor Artifacts,86Wh Battery Module,2022-12-30,Component Cleaned & Re-calibrated,35.13
CUST-52929,SKU-SON-WH1000-M5,Physical Port Corruption,30-hour Battery,2023-11-05,Screen Assembly Swapped,28.6
CUST-30890,SKU-LG-OLED65-C3,Drifting Analog Stick,Power Supply Unit,2022-10-11,Battery Replacement,32.87
CUST-94221,SKU-BOS-WASH-SER8,Noisy Motor / Bearing Friction,VarioDrum Stainless Tub,2022-11-12,Unit Replaced Under Warranty,237.97
CUST-17331,SKU-APP-MBA-M2,Physical Port Corruption,Liquid Retina Panel,2023-03-07,Battery Replacement,314.13
CUST-58981,SKU-CAN-EOS-R6M2,Thermal Throttling / Overheating,5-axis In-Body Stabilizer,2022-08-10,Claim Rejected - User Damage,361.28
CUST-39191,SKU-CAN-EOS-R6M2,Logic Board Power Failure,EVF Display Module,2023-07-06,Unit Replaced Under Warranty,68.67
CUST-19772,SKU-APP-MBA-M2,Screen Flicker / Dead Pixels,MagSafe 3 Connector,2022-04-19,Refurbished Board Soldered,212.12
CUST-67684,SKU-SON-WH1000-M5,Water Seal Compromise,30-hour Battery,2022-01-27,Battery Replacement,36.31
CUST-44304,SKU-CAN-EOS-R6M2,Noisy Motor / Bearing Friction,24.2MP CMOS Full-Frame Sensor,2022-11-09,Unit Replaced Under Warranty,168.24
CUST-39194,SKU-APP-IP14P-256,Drifting Analog Stick,A16 Bionic Logic Board,2022-12-03,Battery Replacement,50.84
CUST-22205,SKU-CAN-EOS-R6M2,Thermal Throttling / Overheating,5-axis In-Body Stabilizer,2023-07-28,Unit Replaced Under Warranty,312.4
CUST-12766,SKU-APP-MBA-M2,Thermal Throttling / Overheating,MagSafe 3 Connector,2023-07-02,Unit Replaced Under Warranty,242.73
CUST-78502,SKU-CAN-EOS-R6M2,Wireless Connectivity Loss,Magnesium Alloy Frame,2022-02-21,Claim Rejected - User Damage,351.01
CUST-65920,SKU-APP-MBA-M2,Noisy Motor / Bearing Friction,52.6Wh Battery,2023-03-16,Battery Replacement,352.22
CUST-89864,SKU-LG-OLED65-C3,Screen Flicker / Dead Pixels,65-inch Self-lit OLED Panel,2023-04-23,Unit Replaced Under Warranty,328.38
CUST-13905,SKU-DEL-XPS15-9530,Battery Drain / Rapid Discharge,NVIDIA RTX 4070 GPU,2023-04-26,Unit Replaced Under Warranty,56.85
CUST-98911,SKU-DYS-V15-DETECT,Camera Sensor Artifacts,Cyclonic Dust Bin,2022-06-07,Component Cleaned & Re-calibrated,53.29
CUST-99674,SKU-APP-IP14P-256,Water Seal Compromise,A16 Bionic Logic Board,2023-05-07,Claim Rejected - User Damage,152.43
CUST-14388,SKU-CAN-EOS-R6M2,Physical Port Corruption,5-axis In-Body Stabilizer,2022-10-19,Screen Assembly Swapped,533.22
CUST-78147,SKU-SON-WH1000-M5,Logic Board Power Failure,30mm Driver Units,2023-01-10,Battery Replacement,27.64
CUST-67043,SKU-LG-OLED65-C3,Physical Port Corruption,65-inch Self-lit OLED Panel,2023-08-27,Refurbished Board Soldered,272.36
CUST-71373,SKU-SAM-GS23U-512,Noisy Motor / Bearing Friction,Snapdragon 8 Gen 2 Board,2022-11-08,Component Cleaned & Re-calibrated,176.45
CUST-55381,SKU-LG-OLED65-C3,Screen Flicker / Dead Pixels,40W 2.2 Ch Speaker Array,2022-10-04,Component Cleaned & Re-calibrated,286.28
CUST-14967,SKU-BOS-WASH-SER8,Thermal Throttling / Overheating,VarioDrum Stainless Tub,2022-03-19,Refurbished Board Soldered,160.99
CUST-91626,SKU-APP-MBA-M2,Thermal Throttling / Overheating,M2 SoC Logic Board,2022-08-26,Unit Replaced Under Warranty,102.47
CUST-17191,SKU-SAM-GS23U-512,Physical Port Corruption,Snapdragon 8 Gen 2 Board,2023-12-16,Unit Replaced Under Warranty,206.59
CUST-76342,SKU-BOS-WASH-SER8,Water Seal Compromise,AquaStop Safety Valve,2023-11-27,Refurbished Board Soldered,62.55
CUST-44592,SKU-SAM-GS23U-512,Water Seal Compromise,Snapdragon 8 Gen 2 Board,2023-01-05,Claim Rejected - User Damage,202.19
CUST-78496,SKU-SON-WH1000-M5,Noisy Motor / Bearing Friction,Soft Fit Leather Earpads,2022-07-06,Component Cleaned & Re-calibrated,28.75
CUST-72559,SKU-APP-IP14P-256,Screen Flicker / Dead Pixels,Lithium-Ion Battery,2023-10-26,Refurbished Board Soldered,250.57
CUST-23455,SKU-LG-OLED65-C3,Noisy Motor / Bearing Friction,Magical Remote Sensor,2023-11-20,Battery Replacement,452.77
CUST-42560,SKU-SON-WH1000-M5,Drifting Analog Stick,Integrated Microphone Array,2023-01-13,Refurbished Board Soldered,58.05
CUST-38273,SKU-SAM-GS23U-512,Physical Port Corruption,Snapdragon 8 Gen 2 Board,2022-01-15,Refurbished Board Soldered,145.51
CUST-31867,SKU-CAN-EOS-R6M2,Logic Board Power Failure,EVF Display Module,2023-04-19,Battery Replacement,187.68
CUST-28972,SKU-DYS-V15-DETECT,Logic Board Power Failure,Laser Slim Fluffy Cleaner Head,2022-10-13,Screen Assembly Swapped,48.71
CUST-66682,SKU-APP-MBA-M2,Water Seal Compromise,Liquid Retina Panel,2023-05-10,Refurbished Board Soldered,313.93
CUST-39188,SKU-DYS-V15-DETECT,Thermal Throttling / Overheating,7-cell Click-in Battery,2022-01-07,Component Cleaned & Re-calibrated,74.57
CUST-52689,SKU-DYS-V15-DETECT,Battery Drain / Rapid Discharge,Hyperdymium Motor,2023-12-28,Unit Replaced Under Warranty,51.16
CUST-48352,SKU-DYS-V15-DETECT,Battery Drain / Rapid Discharge,Cyclonic Dust Bin,2023-06-15,Refurbished Board Soldered,42.24
CUST-57882,SKU-APP-IP14P-256,Drifting Analog Stick,Titanium Frame,2023-06-16,Screen Assembly Swapped,124.69
CUST-69219,SKU-DYS-V15-DETECT,Physical Port Corruption,Cyclonic Dust Bin,2022-07-04,Claim Rejected - User Damage,83.23
CUST-76406,SKU-APP-IP14P-256,Thermal Throttling / Overheating,Titanium Frame,2023-10-18,Claim Rejected - User Damage,120.0
CUST-56145,SKU-NIN-SWITCH-OLED,Wireless Connectivity Loss,Tegra X1 System Board,2023-06-21,Battery Replacement,28.57
CUST-97083,SKU-BOS-WASH-SER8,Thermal Throttling / Overheating,VarioDrum Stainless Tub,2022-05-28,Unit Replaced Under Warranty,196.55
CUST-58508,SKU-APP-MBA-M2,Physical Port Corruption,Magic Keyboard,2022-01-21,Refurbished Board Soldered,48.18
CUST-38184,SKU-SON-WH1000-M5,Physical Port Corruption,Dual Noise Canceling Chips,2022-01-26,Claim Rejected - User Damage,65.52
CUST-59771,SKU-DEL-XPS15-9530,Noisy Motor / Bearing Friction,Intel i9-13900H Board,2023-05-04,Unit Replaced Under Warranty,612.29
CUST-67616,SKU-BOS-WASH-SER8,Wireless Connectivity Loss,Heavy Weight Ballast Block,2023-05-15,Screen Assembly Swapped,45.37
CUST-53616,SKU-CAN-EOS-R6M2,Drifting Analog Stick,Magnesium Alloy Frame,2022-01-09,Unit Replaced Under Warranty,292.23
CUST-19863,SKU-SON-WH1000-M5,Thermal Throttling / Overheating,Integrated Microphone Array,2023-08-21,Component Cleaned & Re-calibrated,47.58
CUST-53266,SKU-SAM-GS23U-512,Logic Board Power Failure,Snapdragon 8 Gen 2 Board,2023-09-19,Claim Rejected - User Damage,118.29
CUST-60976,SKU-NIN-SWITCH-OLED,Logic Board Power Failure,Joy-Con Rail Controls,2023-05-14,Claim Rejected - User Damage,71.73
CUST-60259,SKU-DEL-XPS15-9530,Camera Sensor Artifacts,4K OLED Touch Display,2022-06-12,Battery Replacement,422.68
CUST-96088,SKU-SAM-GS23U-512,Thermal Throttling / Overheating,Snapdragon 8 Gen 2 Board,2023-07-09,Battery Replacement,255.56
CUST-27237,SKU-SON-WH1000-M5,Wireless Connectivity Loss,Soft Fit Leather Earpads,2023-11-24,Refurbished Board Soldered,36.02
CUST-68663,SKU-CAN-EOS-R6M2,Wireless Connectivity Loss,Magnesium Alloy Frame,2022-08-03,Battery Replacement,288.56
CUST-95484,SKU-APP-MBA-M2,Wireless Connectivity Loss,MagSafe 3 Connector,2023-03-19,Battery Replacement,233.16
CUST-60375,SKU-SON-WH1000-M5,Water Seal Compromise,Integrated Microphone Array,2022-12-15,Refurbished Board Soldered,28.04
CUST-19254,SKU-BOS-WASH-SER8,Drifting Analog Stick,VarioDrum Stainless Tub,2022-06-05,Claim Rejected - User Damage,164.91
CUST-34319,SKU-LG-OLED65-C3,Water Seal Compromise,alpha9 AI Processor Gen6 Board,2023-01-22,Component Cleaned & Re-calibrated,31.52
CUST-23868,SKU-NIN-SWITCH-OLED,Camera Sensor Artifacts,Docking Station Mainboard,2023-05-23,Claim Rejected - User Damage,71.9
CUST-57224,SKU-APP-IP14P-256,Wireless Connectivity Loss,OLED Display Assembly,2022-07-15,Claim Rejected - User Damage,191.74
